#phi    kapx    kapz    vl         vs1        vs2        vlx     vly      vlz     vs1x    vs1y     vs1z    vs2x    vs2y     vs2z
0.0000  +1.0000  +0.0000  1271.7249  6189.3774  104.4628  0.1001  0.3395   0.9353  -0.9456  -0.2386   0.2210  -0.2171  0.9239   -0.3150  -0.9456  -0.2171 0.1001
0.0126  +0.9999  +0.0126  1328.9703  6170.6779  132.2778  0.0991  0.3244   0.9407  -0.9456  -0.2386   0.2210  -0.2148  0.9291   -0.3011  -0.9428  -0.2186 0.1110
0.0252  +0.9997  +0.0252  1388.6125  6151.0001  161.8020  0.0975  0.3116   0.9452  -0.9456  -0.2386   0.2210  -0.2129  0.9332   -0.2895  -0.9398  -0.2201 0.1213
0.0378  +0.9993  +0.0378  1450.2575  6130.3471  192.7092  0.0953  0.3009   0.9489  -0.9456  -0.2386   0.2210  -0.2113  0.9365   -0.2800  -0.9366  -0.2217 0.1311
0.0504  +0.9987  +0.0503  1513.5765  6108.7221  224.7337  0.0926  0.2918   0.9520  -0.9456  -0.2386   0.2210  -0.2098  0.9391   -0.2722  -0.9333  -0.2233 0.1404
0.0630  +0.9980  +0.0629  1578.2949  6086.1286  257.6596  0.0894  0.2841   0.9546  -0.9456  -0.2386   0.2210  -0.2086  0.9412   -0.2659  -0.9299  -0.2249 0.1493
0.0755  +0.9971  +0.0755  1644.1827  6062.5702  291.3115  0.0858  0.2776   0.9568  -0.9456  -0.2386   0.2210  -0.2075  0.9428   -0.2607  -0.9263  -0.2266 0.1578
0.0881  +0.9961  +0.0880  1711.0465  6038.0506  325.5465  0.0819  0.2722   0.9588  -0.9456  -0.2386   0.2210  -0.2065  0.9442   -0.2567  -0.9225  -0.2283 0.1659
0.1007  +0.9949  +0.1006  1778.7223  6012.5737  360.2480  0.0776  0.2675   0.9604  -0.9456  -0.2386   0.2210  -0.2057  0.9452   -0.2535  -0.9186  -0.2301 0.1737
0.1133  +0.9936  +0.1131  1847.0706  5986.1436  395.3199  0.0729  0.2635   0.9619  -0.9456  -0.2386   0.2210  -0.2049  0.9461   -0.2510  -0.9146  -0.2319 0.1813
0.1259  +0.9921  +0.1256  1915.9714  5958.7644  430.6832  0.0680  0.2601   0.9632  -0.9456  -0.2386   0.2210  -0.2041  0.9467   -0.2492  -0.9104  -0.2338 0.1885
0.1385  +0.9904  +0.1381  1985.3211  5930.4404  466.2719  0.0628  0.2572   0.9643  -0.9456  -0.2386   0.2210  -0.2034  0.9472   -0.2478  -0.9061  -0.2357 0.1954
0.1511  +0.9886  +0.1505  2055.0292  5901.1762  502.0310  0.0573  0.2546   0.9653  -0.9456  -0.2386   0.2210  -0.2028  0.9476   -0.2470  -0.9016  -0.2376 0.2020
0.1637  +0.9866  +0.1630  2125.0165  5870.9764  537.9141  0.0515  0.2523   0.9663  -0.9456  -0.2386   0.2210  -0.2021  0.9478   -0.2464  -0.8970  -0.2396 0.2083
0.1763  +0.9845  +0.1754  2195.2129  5839.8457  573.8817  0.0454  0.2503   0.9671  -0.9456  -0.2386   0.2210  -0.2015  0.9480   -0.2462  -0.8922  -0.2415 0.2143
0.1889  +0.9822  +0.1878  2265.5558  5807.7892  609.9002  0.0389  0.2484   0.9679  -0.9456  -0.2386   0.2210  -0.2008  0.9482   -0.2463  -0.8873  -0.2435 0.2199
0.2015  +0.9798  +0.2001  2335.9894  5774.8119  645.9406  0.0321  0.2466   0.9686  -0.9456  -0.2386   0.2210  -0.2002  0.9482   -0.2466  -0.8823  -0.2455 0.2253
0.2141  +0.9772  +0.2124  2406.4632  5740.9191  681.9777  0.0249  0.2449   0.9692  -0.9456  -0.2386   0.2210  -0.1995  0.9482   -0.2471  -0.8771  -0.2474 0.2303
0.2266  +0.9744  +0.2247  2476.9314  5706.1160  717.9894  0.0174  0.2433   0.9698  -0.9456  -0.2386   0.2210  -0.1988  0.9482   -0.2477  -0.8718  -0.2494 0.2349
0.2392  +0.9715  +0.2370  2547.3521  5670.4083  753.9563  0.0094  0.2416   0.9703  0.9456  0.2386   -0.2210  0.1981  -0.9482   0.2484  0.8664  0.2514 0.2391
0.2518  +0.9685  +0.2492  2617.6870  5633.8015  789.8610  0.0009  0.2399   0.9708  0.9456  0.2386   -0.2210  0.1974  -0.9481   0.2493  0.8608  0.2533 0.2428
0.2644  +0.9652  +0.2614  2687.9007  5596.3015  825.6881  -0.0080  0.2381   0.9712  0.9456  0.2386   -0.2210  0.1967  -0.9480   0.2503  0.8550  0.2552 0.2461
0.2770  +0.9619  +0.2735  2757.9604  5557.9143  861.4237  -0.0176  0.2362   0.9715  0.9456  0.2386   -0.2210  0.1959  -0.9479   0.2514  0.8492  0.2571 0.2488
